bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
111,4,0.7,flat,0.459,0.541,0.0,-0.08200000000000002
111,5,0.7,flat,0.454,0.546,0.0,-0.09200000000000003
111,5,0.8,flat,0.45,0.55,0.0,-0.10000000000000003
111,7,0.7,percent,0.498,0.502,0.0,-0.0040000000000000036
111,3,0.8,percent,0.478,0.522,0.0,-0.04400000000000004
111,5,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
111,9,0.7,percent,0.455,0.545,0.0,-0.09000000000000002
111,6,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
112,4,0.7,flat,0.458,0.542,0.0,-0.08400000000000002
112,4,0.8,flat,0.45,0.55,0.0,-0.10000000000000003
112,5,0.8,flat,0.446,0.554,0.0,-0.10800000000000004
112,5,0.7,flat,0.446,0.554,0.0,-0.10800000000000004
112,3,0.8,flat,0.439,0.561,0.0,-0.12200000000000005
112,10,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
112,6,0.7,percent,0.473,0.527,0.0,-0.05400000000000005
112,6,0.8,percent,0.472,0.528,0.0,-0.05600000000000005
112,4,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
112,7,0.8,percent,0.464,0.536,0.0,-0.07200000000000001
113,4,0.8,flat,0.485,0.515,0.0,-0.030000000000000027
113,3,0.7,flat,0.481,0.519,0.0,-0.038000000000000034
113,3,0.9,flat,0.48,0.52,0.0,-0.040000000000000036
113,5,0.7,flat,0.473,0.527,0.0,-0.05400000000000005
113,4,0.7,flat,0.462,0.538,0.0,-0.07600000000000001
113,6,0.7,percent,0.483,0.517,0.0,-0.03400000000000003
113,4,0.8,percent,0.476,0.524,0.0,-0.04800000000000004
113,3,0.8,percent,0.475,0.525,0.0,-0.050000000000000044
113,10,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
113,7,0.7,percent,0.462,0.538,0.0,-0.07600000000000001
114,4,0.7,flat,0.495,0.505,0.0,-0.010000000000000009
114,3,0.7,flat,0.489,0.511,0.0,-0.02200000000000002
114,4,0.8,flat,0.469,0.531,0.0,-0.062000000000000055
114,5,0.7,flat,0.453,0.547,0.0,-0.09400000000000003
114,5,0.8,flat,0.448,0.552,0.0,-0.10400000000000004
114,5,0.7,percent,0.473,0.527,0.0,-0.05400000000000005
114,7,0.7,percent,0.471,0.529,0.0,-0.05800000000000005
114,3,0.8,percent,0.468,0.532,0.0,-0.064
114,6,0.7,percent,0.466,0.534,0.0,-0.068
114,4,0.8,percent,0.462,0.538,0.0,-0.07600000000000001
115,3,0.8,flat,0.488,0.512,0.0,-0.02400000000000002
115,3,0.7,flat,0.47,0.53,0.0,-0.06000000000000005
115,4,0.8,flat,0.47,0.53,0.0,-0.06000000000000005
115,5,0.7,flat,0.462,0.538,0.0,-0.07600000000000001
115,5,0.8,flat,0.449,0.551,0.0,-0.10200000000000004
115,4,0.7,percent,0.486,0.514,0.0,-0.028000000000000025
115,3,0.8,percent,0.464,0.536,0.0,-0.07200000000000001
115,5,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
115,11,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
115,3,0.7,percent,0.449,0.551,0.0,-0.10200000000000004
116,4,0.7,flat,0.467,0.533,0.0,-0.066
116,4,0.8,flat,0.466,0.534,0.0,-0.068
116,3,0.7,flat,0.462,0.538,0.0,-0.07600000000000001
116,3,0.9,flat,0.454,0.546,0.0,-0.09200000000000003
116,3,0.8,flat,0.447,0.553,0.0,-0.10600000000000004
116,5,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
116,6,0.8,percent,0.464,0.536,0.0,-0.07200000000000001
116,11,0.8,percent,0.459,0.541,0.0,-0.08200000000000002
116,5,0.8,percent,0.456,0.544,0.0,-0.08800000000000002
116,6,0.7,percent,0.456,0.544,0.0,-0.08800000000000002
117,4,0.8,flat,0.468,0.532,0.0,-0.064
117,3,0.8,flat,0.462,0.538,0.0,-0.07600000000000001
117,5,0.7,flat,0.462,0.538,0.0,-0.07600000000000001
117,3,0.7,flat,0.46,0.54,0.0,-0.08000000000000002
117,4,0.7,flat,0.446,0.554,0.0,-0.10800000000000004
117,3,0.7,percent,0.479,0.521,0.0,-0.04200000000000004
117,8,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
117,5,0.8,percent,0.468,0.532,0.0,-0.064
117,4,0.8,percent,0.466,0.534,0.0,-0.068
117,5,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
118,4,0.7,flat,0.482,0.518,0.0,-0.03600000000000003
118,5,0.7,flat,0.472,0.528,0.0,-0.05600000000000005
118,5,0.8,flat,0.468,0.532,0.0,-0.064
118,4,0.8,flat,0.464,0.536,0.0,-0.07200000000000001
118,3,0.8,flat,0.446,0.554,0.0,-0.10800000000000004
118,3,0.8,percent,0.471,0.529,0.0,-0.05800000000000005
118,4,0.8,percent,0.465,0.535,0.0,-0.07
118,3,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
118,3,0.9,percent,0.457,0.543,0.0,-0.08600000000000002
118,5,0.8,percent,0.455,0.545,0.0,-0.09000000000000002
119,3,0.8,flat,0.493,0.507,0.0,-0.014000000000000012
119,4,0.7,flat,0.476,0.524,0.0,-0.04800000000000004
119,5,0.7,flat,0.471,0.529,0.0,-0.05800000000000005
119,3,0.7,flat,0.464,0.536,0.0,-0.07200000000000001
119,4,0.9,flat,0.449,0.551,0.0,-0.10200000000000004
119,10,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
119,5,0.7,percent,0.472,0.528,0.0,-0.05600000000000005
119,3,0.7,percent,0.466,0.534,0.0,-0.068
119,4,0.8,percent,0.46,0.54,0.0,-0.08000000000000002
119,7,0.7,percent,0.458,0.542,0.0,-0.08400000000000002
120,4,0.8,flat,0.471,0.529,0.0,-0.05800000000000005
120,5,0.8,flat,0.458,0.542,0.0,-0.08400000000000002
120,3,0.8,flat,0.457,0.543,0.0,-0.08600000000000002
120,5,0.7,flat,0.456,0.544,0.0,-0.08800000000000002
120,3,0.7,flat,0.452,0.548,0.0,-0.09600000000000003
120,3,0.7,percent,0.482,0.518,0.0,-0.03600000000000003
120,3,0.9,percent,0.467,0.533,0.0,-0.066
120,4,0.7,percent,0.467,0.533,0.0,-0.066
120,9,0.7,percent,0.46,0.54,0.0,-0.08000000000000002
120,6,0.8,percent,0.457,0.543,0.0,-0.08600000000000002
121,4,0.8,flat,0.492,0.508,0.0,-0.016000000000000014
121,3,0.7,flat,0.472,0.528,0.0,-0.05600000000000005
121,4,0.7,flat,0.468,0.532,0.0,-0.064
121,5,0.7,flat,0.455,0.545,0.0,-0.09000000000000002
121,5,0.8,flat,0.454,0.546,0.0,-0.09200000000000003
121,10,0.7,percent,0.465,0.535,0.0,-0.07
121,4,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
121,6,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
121,3,0.8,percent,0.459,0.541,0.0,-0.08200000000000002
121,7,0.7,percent,0.457,0.543,0.0,-0.08600000000000002
122,3,0.8,flat,0.471,0.529,0.0,-0.05800000000000005
122,4,0.7,flat,0.452,0.548,0.0,-0.09600000000000003
122,5,0.8,flat,0.451,0.549,0.0,-0.09800000000000003
122,5,0.7,flat,0.449,0.551,0.0,-0.10200000000000004
122,3,0.7,flat,0.446,0.554,0.0,-0.10800000000000004
122,8,0.7,percent,0.472,0.528,0.0,-0.05600000000000005
122,4,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
122,3,0.9,percent,0.468,0.532,0.0,-0.064
122,3,0.8,percent,0.457,0.543,0.0,-0.08600000000000002
122,3,0.7,percent,0.455,0.545,0.0,-0.09000000000000002
123,4,0.8,flat,0.476,0.524,0.0,-0.04800000000000004
123,3,0.8,flat,0.472,0.528,0.0,-0.05600000000000005
123,4,0.9,flat,0.468,0.532,0.0,-0.064
123,5,0.7,flat,0.451,0.549,0.0,-0.09800000000000003
123,3,0.7,flat,0.441,0.559,0.0,-0.11800000000000005
123,4,0.8,percent,0.481,0.519,0.0,-0.038000000000000034
123,12,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
123,7,0.7,percent,0.465,0.535,0.0,-0.07
123,9,0.7,percent,0.465,0.535,0.0,-0.07
